,depth,node_lat,node_lng
849,7,17.0,67.0
850,7,17.0,93.0
851,7,20.0,91.0
852,7,20.0,90.0
853,7,21.0,88.0
854,7,19.0,91.0
855,8,-17.0,98.0
856,8,-19.0,100.0
857,8,-17.0,101.0
858,8,-18.0,107.0
859,8,-16.0,101.0
860,8,-15.0,103.0
861,8,-15.0,104.0
862,8,-16.0,105.0
863,8,-14.0,98.0
864,8,-14.0,100.0
865,8,-16.0,100.0
866,8,-14.0,104.0
867,8,-14.0,106.0
868,8,-15.0,88.0
869,8,-15.0,98.0
870,8,-15.0,99.0
871,8,-15.0,107.0
872,8,-14.0,83.0
873,8,-14.0,85.0
874,8,-12.0,87.0
875,8,-12.0,88.0
876,8,-14.0,87.0
877,8,-13.0,89.0
878,8,-14.0,90.0
879,8,-12.0,91.0
880,8,-13.0,93.0
881,8,-12.0,95.0
882,8,-13.0,98.0
883,8,-13.0,99.0
884,8,-12.0,99.0
885,8,-12.0,102.0
886,8,-12.0,101.0
887,8,-14.0,103.0
888,8,-13.0,104.0
889,8,-11.0,88.0
890,8,-13.0,88.0
891,8,-11.0,90.0
892,8,-13.0,92.0
893,8,-13.0,94.0
894,8,-13.0,95.0
895,8,-12.0,94.0
896,8,-12.0,98.0
897,8,-13.0,102.0
898,8,-13.0,107.0
899,8,-11.0,92.0
900,8,-11.0,93.0
901,8,-12.0,97.0
902,8,-11.0,99.0
903,8,-11.0,104.0
904,8,-9.0,93.0
905,8,-9.0,94.0
906,8,-10.0,97.0
907,8,-11.0,98.0
908,8,-9.0,99.0
909,8,-9.0,112.0
910,8,-8.0,91.0
911,8,-8.0,98.0
912,8,-8.0,89.0
913,8,-8.0,106.0
914,8,-5.0,43.0
915,8,-7.0,86.0
916,8,-6.0,88.0
917,8,-5.0,90.0
918,8,-6.0,87.0
919,8,-6.0,89.0
920,8,-4.0,88.0
921,8,-5.0,89.0
922,8,-5.0,88.0
923,8,-4.0,89.0
924,8,-2.0,85.0
925,8,-3.0,87.0
926,8,-4.0,87.0
927,8,2.0,44.0
928,8,2.0,53.0
929,8,3.0,54.0
930,8,3.0,55.0
931,8,6.0,50.0
932,8,4.0,54.0
933,8,4.0,60.0
934,8,4.0,61.0
935,8,5.0,96.0
936,8,4.0,98.0
937,8,5.0,54.0
938,8,6.0,59.0
939,8,6.0,95.0
940,8,7.0,60.0
941,8,7.0,56.0
942,8,10.0,54.0
943,8,10.0,58.0
944,8,10.0,57.0
945,8,11.0,97.0
946,8,12.0,82.0
947,8,12.0,94.0
948,8,10.0,96.0
949,8,13.0,93.0
950,8,12.0,92.0
951,8,13.0,90.0
952,8,15.0,93.0
953,8,15.0,94.0
954,8,17.0,93.0
955,8,17.0,94.0
956,8,19.0,66.0
957,8,18.0,92.0
958,8,20.0,92.0
959,8,21.0,92.0
960,8,21.0,89.0
961,9,-22.0,93.0
962,9,-20.0,96.0
963,9,-20.0,97.0
964,9,-20.0,101.0
965,9,-21.0,90.0
966,9,-19.0,93.0
967,9,-19.0,95.0
968,9,-21.0,98.0
969,9,-18.0,93.0
970,9,-20.0,94.0
971,9,-19.0,97.0
972,9,-17.0,97.0
973,9,-19.0,100.0
974,9,-18.0,105.0
975,9,-19.0,106.0
976,9,-16.0,88.0
977,9,-16.0,90.0
978,9,-16.0,93.0
979,9,-16.0,98.0
980,9,-18.0,97.0
981,9,-18.0,98.0
982,9,-16.0,104.0
983,9,-17.0,104.0
984,9,-16.0,91.0
985,9,-15.0,94.0
986,9,-17.0,98.0
987,9,-15.0,99.0
988,9,-15.0,98.0
989,9,-17.0,100.0
990,9,-17.0,102.0
991,9,-15.0,72.0
992,9,-15.0,73.0
993,9,-14.0,74.0
994,9,-14.0,87.0
995,9,-14.0,89.0
996,9,-15.0,90.0
997,9,-14.0,91.0
998,9,-15.0,91.0
999,9,-15.0,92.0
1000,9,-14.0,95.0
1001,9,-14.0,96.0
1002,9,-15.0,96.0
1003,9,-14.0,76.0
1004,9,-14.0,77.0
1005,9,-15.0,80.0
1006,9,-15.0,79.0
1007,9,-15.0,86.0
1008,9,-13.0,87.0
1009,9,-14.0,88.0
1010,9,-13.0,91.0
1011,9,-15.0,93.0
1012,9,-13.0,94.0
1013,9,-13.0,95.0
1014,9,-13.0,45.0
1015,9,-14.0,72.0
1016,9,-14.0,81.0
1017,9,-12.0,82.0
1018,9,-12.0,91.0
1019,9,-12.0,93.0
1020,9,-13.0,96.0
1021,9,-13.0,66.0
1022,9,-13.0,77.0
1023,9,-12.0,77.0
1024,9,-11.0,78.0
1025,9,-11.0,81.0
1026,9,-12.0,81.0
1027,9,-13.0,82.0
1028,9,-13.0,84.0
1029,9,-11.0,83.0
1030,9,-12.0,84.0
1031,9,-11.0,76.0
1032,9,-10.0,78.0
1033,9,-12.0,83.0
1034,9,-11.0,87.0
1035,9,-12.0,89.0
1036,9,-12.0,90.0
1037,9,-11.0,93.0
1038,9,-11.0,98.0
1039,9,-9.0,67.0
1040,9,-10.0,79.0
1041,9,-11.0,86.0
1042,9,-9.0,87.0
1043,9,-10.0,88.0
1044,9,-9.0,90.0
1045,9,-10.0,91.0
1046,9,-10.0,86.0
1047,9,-8.0,93.0
1048,9,-10.0,96.0
1049,9,-7.0,73.0
1050,9,-7.0,88.0
1051,9,-9.0,89.0
1052,9,-9.0,92.0
1053,9,-9.0,94.0
1054,9,-8.0,95.0
1055,9,-6.0,81.0
1056,9,-6.0,83.0
1057,9,-6.0,86.0
1058,9,-8.0,89.0
1059,9,-7.0,90.0
1060,9,-6.0,92.0
1061,9,-7.0,92.0
1062,9,-6.0,76.0
1063,9,-5.0,76.0
1064,9,-6.0,79.0
1065,9,-5.0,79.0
1066,9,-7.0,85.0
1067,9,-7.0,87.0
1068,9,-6.0,67.0
1069,9,-4.0,86.0
1070,9,-4.0,81.0
1071,9,-5.0,84.0
1072,9,-3.0,83.0
1073,9,-1.0,42.0
1074,9,-1.0,98.0
1075,9,4.0,95.0
1076,9,3.0,99.0
1077,9,5.0,98.0
1078,9,6.0,99.0
1079,9,8.0,63.0
1080,9,8.0,97.0
1081,9,7.0,99.0
1082,9,10.0,58.0
1083,9,9.0,63.0
1084,9,12.0,96.0
1085,9,13.0,96.0
1086,9,16.0,93.0
1087,9,14.0,95.0
1088,9,17.0,94.0
1089,9,20.0,86.0
1090,9,21.0,89.0
1091,9,22.0,88.0
1092,10,-25.0,90.0
1093,10,-25.0,92.0
1094,10,-23.0,37.0
1095,10,-24.0,91.0
1096,10,-23.0,92.0
1097,10,-22.0,95.0
1098,10,-20.0,42.0
1099,10,-20.0,90.0
1100,10,-20.0,93.0
1101,10,-21.0,98.0
1102,10,-22.0,99.0
1103,10,-20.0,79.0
1104,10,-21.0,93.0
